,Time,rep,baseline,variable,value,glucose,inoc,glucose_conc,inoc_name
426,10.33191937,xi,yes,E3,35.58411619,0,6,E,3
427,10.58191937,xi,yes,E3,35.26813777,0,6,E,3
428,10.83191937,xi,yes,E3,35.00927237,0,6,E,3
429,11.08191937,xi,yes,E3,34.77060721,0,6,E,3
430,11.33191937,xi,yes,E3,34.48940627,0,6,E,3
431,11.58191937,xi,yes,E3,34.24585885,0,6,E,3
432,11.83191937,xi,yes,E3,33.93016303,0,6,E,3
433,12.08191937,xi,yes,E3,33.6531083,0,6,E,3
434,12.33191937,xi,yes,E3,33.35252382,0,6,E,3
435,12.58191937,xi,yes,E3,33.11129704,0,6,E,3
436,12.83191937,xi,yes,E3,32.84447883,0,6,E,3
437,13.08191937,xi,yes,E3,32.46756664,0,6,E,3
438,13.33191937,xi,yes,E3,32.24630446,0,6,E,3
439,13.58191937,xi,yes,E3,31.95469586,0,6,E,3
440,13.83191937,xi,yes,E3,31.7811695,0,6,E,3
441,14.08191937,xi,yes,E3,31.59421037,0,6,E,3
442,14.33191937,xi,yes,E3,31.37963528,0,6,E,3
443,14.58191937,xi,yes,E3,31.23663281,0,6,E,3
444,14.83191937,xi,yes,E3,31.07963249,0,6,E,3
445,15.08191937,xi,yes,E3,30.92041031,0,6,E,3
446,15.33191937,xi,yes,E3,30.78916855,0,6,E,3
